sp;site;orig;ID;ind;blk;trt;DOY;size_end;Torig;Porig;Tdest;Pdest
LEO;VES;SKJ;S_P_6;Lv77;Lv2;wa;246;8;6.58;2725;8.67;3029
LEO;VES;RAM;R_C_4;Lv78;Lv2;we;246;6.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_5;Lv79;Lv2;ww;246;6.5;5.87;1925;8.67;3029
LEO;VES;GUD;G_C_2;Lv80;Lv2;ww;246;3;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_2;Lv81;Lv2;we;246;9;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_3;Lv82;Lv2;wa;246;6.5;6.58;2725;8.67;3029
LEO;VES;VES;V_P_5;Lv83;Lv2;c;246;3;8.67;3029;8.67;3029
LEO;VES;SKJ;S_P_8;Lv84;Lv2;wa;246;4;6.58;2725;8.67;3029
LEO;VES;VES;V_P_4;Lv85;Lv2;c;246;4.5;8.67;3029;8.67;3029
LEO;VES;VES;V_P_3;Lv86;Lv2;c;246;NA;8.67;3029;8.67;3029
LEO;VES;RAM;R_P_5;Lv87;Lv2;we;246;4.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_4;Lv88;Lv2;wa;246;3;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_1;Lv89;Lv2;we;246;4;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_2;Lv90;Lv2;wa;246;6;6.58;2725;8.67;3029
LEO;VES;RAM;R_C_5;Lv91;Lv2;we;246;6;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_8;Lv92;Lv2;wa;246;4;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_2;Lv93;Lv2;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;RAM;R_P_4;Lv94;Lv2;we;246;2.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_7;Lv95;Lv2;wa;246;4;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_2;Lv96;Lv2;we;246;5;8.77;1848;8.67;3029
LEO;VES;RAM;R_P_3;Lv97;Lv2;we;246;4.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_3;Lv98;Lv2;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;RAM;R_C_1;Lv99;Lv2;we;246;4.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_5;Lv100;Lv2;wa;246;2;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_6;Lv101;Lv3;ww;246;5;5.87;1925;8.67;3029
LEO;VES;RAM;R_P_7;Lv102;Lv3;we;246;5;8.77;1848;8.67;3029
LEO;VES;RAM;R_C_4;Lv103;Lv3;we;246;3;8.77;1848;8.67;3029
LEO;VES;VES;V_C_2;Lv104;Lv3;c;246;3;8.67;3029;8.67;3029
LEO;VES;VES;V_P_1;Lv105;Lv3;c;246;5.5;8.67;3029;8.67;3029
LEO;VES;VES;V_P_5;Lv106;Lv3;c;246;5.5;8.67;3029;8.67;3029
LEO;VES;RAM;R_P_3;Lv107;Lv3;we;246;2.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_2;Lv108;Lv3;ww;246;4;5.87;1925;8.67;3029
LEO;VES;RAM;R_P_1;Lv109;Lv3;we;246;3;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_4;Lv110;Lv3;wa;246;2.5;6.58;2725;8.67;3029
LEO;VES;VES;V_C_1;Lv111;Lv3;c;246;5;8.67;3029;8.67;3029
LEO;VES;VES;V_C_3;Lv112;Lv3;c;246;4;8.67;3029;8.67;3029
LEO;VES;GUD;G_C_2;Lv113;Lv3;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_4;Lv114;Lv3;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_2;Lv115;Lv3;we;246;6;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_4;Lv116;Lv3;ww;246;6.5;5.87;1925;8.67;3029
LEO;VES;GUD;G_P_1;Lv117;Lv3;ww;246;5.5;5.87;1925;8.67;3029
LEO;VES;GUD;G_C_1;Lv118;Lv3;ww;246;4;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_1;Lv119;Lv3;wa;246;2.5;6.58;2725;8.67;3029
LEO;VES;SKJ;S_P_1;Lv120;Lv3;wa;246;3;6.58;2725;8.67;3029
LEO;VES;VES;V_P_2;Lv121;Lv3;c;246;4;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_7;Lv122;Lv3;we;246;5;8.77;1848;8.67;3029
LEO;VES;RAM;R_C_3;Lv123;Lv3;we;246;4.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_5;Lv124;Lv3;wa;246;4;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_5;Lv125;Lv3;we;246;2.5;8.77;1848;8.67;3029
LEO;VES;RAM;R_P_6;Lv126;Lv3;we;246;5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_2;Lv127;Lv3;wa;246;5;6.58;2725;8.67;3029
LEO;VES;VES;V_C_7;Lv128;Lv3;c;246;3;8.67;3029;8.67;3029
LEO;VES;VES;V_P_3;Lv129;Lv3;c;246;3.5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_1;Lv130;Lv3;we;246;3;8.77;1848;8.67;3029
LEO;VES;RAM;R_C_6;Lv131;Lv3;we;246;5.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_3;Lv132;Lv3;ww;246;3;5.87;1925;8.67;3029
LEO;VES;VES;V_C_5;Lv133;Lv3;c;246;5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_2;Lv134;Lv3;we;246;4;8.77;1848;8.67;3029
LEO;VES;VES;V_P_6;Lv135;Lv3;c;246;2.5;8.67;3029;8.67;3029
LEO;VES;SKJ;S_P_5;Lv136;Lv3;wa;246;4.5;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_4;Lv137;Lv3;ww;246;5;5.87;1925;8.67;3029
LEO;VES;VES;V_C_6;Lv138;Lv3;c;246;4;8.67;3029;8.67;3029
LEO;VES;GUD;G_C_5;Lv139;Lv3;ww;246;4;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_3;Lv140;Lv3;wa;246;3;6.58;2725;8.67;3029
LEO;VES;SKJ;S_P_3;Lv141;Lv3;wa;246;8;6.58;2725;8.67;3029
LEO;VES;GUD;G_C_6;Lv142;Lv3;ww;246;4;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_2;Lv143;Lv3;wa;246;3;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_4;Lv144;Lv3;we;246;3;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_6;Lv145;Lv3;wa;246;4.5;6.58;2725;8.67;3029
LEO;VES;VES;V_C_4;Lv146;Lv3;c;246;5.5;8.67;3029;8.67;3029
LEO;VES;VES;V_P_4;Lv147;Lv3;c;246;4.5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_5;Lv148;Lv3;we;246;3.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_5;Lv149;Lv3;ww;246;4.5;5.87;1925;8.67;3029
LEO;VES;GUD;G_P_3;Lv150;Lv3;ww;246;5;5.87;1925;8.67;3029
LEO;VES;GUD;G_C_2;Lv151;Lv4;ww;246;4.5;5.87;1925;8.67;3029
LEO;VES;GUD;G_C_7;Lv152;Lv4;ww;246;2.5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_2;Lv153;Lv4;wa;246;4.5;6.58;2725;8.67;3029
LEO;VES;SKJ;S_P_5;Lv154;Lv4;wa;246;5;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_4;Lv155;Lv4;ww;246;7;5.87;1925;8.67;3029
LEO;VES;VES;V_C_3;Lv156;Lv4;c;246;5;8.67;3029;8.67;3029
LEO;VES;VES;V_P_4;Lv157;Lv4;c;246;5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_2;Lv158;Lv4;we;246;6;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_2;Lv159;Lv4;wa;246;5;6.58;2725;8.67;3029
LEO;VES;VES;V_P_1;Lv160;Lv4;c;246;3.5;8.67;3029;8.67;3029
LEO;VES;SKJ;S_C_3;Lv161;Lv4;wa;246;3;6.58;2725;8.67;3029
LEO;VES;GUD;G_C_1;Lv162;Lv4;ww;246;4;5.87;1925;8.67;3029
LEO;VES;VES;V_P_2;Lv163;Lv4;c;246;4.5;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_1;Lv164;Lv4;ww;246;3;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_1;Lv165;Lv4;wa;246;5;6.58;2725;8.67;3029
LEO;VES;GUD;G_C_6;Lv166;Lv4;ww;246;4;5.87;1925;8.67;3029
LEO;VES;RAM;R_P_3;Lv167;Lv4;we;246;2;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_5;Lv168;Lv4;wa;246;2.5;6.58;2725;8.67;3029
LEO;VES;VES;V_C_2;Lv169;Lv4;c;246;5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_1;Lv170;Lv4;we;246;2;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_6;Lv171;Lv4;ww;246;3;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_1;Lv172;Lv4;wa;246;4;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_1;Lv173;Lv4;we;246;6;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_2;Lv174;Lv4;ww;246;4;5.87;1925;8.67;3029
LEO;VES;GUD;G_P_3;Lv175;Lv4;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_4;Lv176;Lv4;we;246;10;8.77;1848;8.67;3029
LEO;VES;RAM;R_P_4;Lv177;Lv4;we;246;5;8.77;1848;8.67;3029
LEO;VES;RAM;R_C_3;Lv178;Lv4;we;246;5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_7;Lv179;Lv4;wa;246;5;6.58;2725;8.67;3029
LEO;VES;GUD;G_C_3;Lv180;Lv4;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_6;Lv181;Lv4;wa;246;5;6.58;2725;8.67;3029
LEO;VES;VES;V_P_3;Lv182;Lv4;c;246;3;8.67;3029;8.67;3029
LEO;VES;VES;V_C_4;Lv183;Lv4;c;246;3.5;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_8;Lv184;Lv4;ww;246;3;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_4;Lv185;Lv4;wa;246;5;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_7;Lv186;Lv4;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_6;Lv187;Lv4;we;246;4;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_5;Lv188;Lv4;ww;246;4;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_3;Lv189;Lv4;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_5;Lv190;Lv4;we;246;2.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_8;Lv191;Lv4;ww;246;4.5;5.87;1925;8.67;3029
LEO;VES;VES;V_C_1;Lv192;Lv4;c;246;3.5;8.67;3029;8.67;3029
LEO;VES;SKJ;S_C_7;Lv193;Lv4;wa;246;5.5;6.58;2725;8.67;3029
LEO;VES;VES;V_P_5;Lv194;Lv4;c;246;3.5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_5;Lv195;Lv4;we;246;3.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_5;Lv196;Lv4;ww;246;3;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_4;Lv197;Lv4;wa;246;3;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_2;Lv198;Lv4;we;246;4.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_4;Lv199;Lv4;ww;246;3;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_6;Lv200;Lv4;wa;246;3;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_6;Lv201;Lv5;we;246;4;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_2;Lv202;Lv5;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_5;Lv203;Lv5;we;246;5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_3;Lv204;Lv5;wa;246;4;6.58;2725;8.67;3029
LEO;VES;VES;V_C_1;Lv205;Lv5;c;246;5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_4;Lv206;Lv5;we;246;2;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_5;Lv207;Lv5;ww;246;4.5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_3;Lv208;Lv5;wa;246;2;6.58;2725;8.67;3029
LEO;VES;GUD;G_C_5;Lv209;Lv5;ww;246;5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_4;Lv210;Lv5;wa;246;5;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_3;Lv211;Lv5;we;246;4.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_4;Lv212;Lv5;ww;246;4.5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_6;Lv213;Lv5;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;VES;V_C_2;Lv214;Lv5;c;246;3;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_4;Lv215;Lv5;ww;246;2;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_2;Lv216;Lv5;we;246;3.5;8.77;1848;8.67;3029
LEO;VES;VES;V_P_3;Lv217;Lv5;c;246;2.5;8.67;3029;8.67;3029
LEO;VES;RAM;R_P_2;Lv218;Lv5;we;246;1.5;8.77;1848;8.67;3029
LEO;VES;VES;V_C_3;Lv219;Lv5;c;246;2.5;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_3;Lv220;Lv5;ww;246;5;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_3;Lv221;Lv5;we;246;2.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_2;Lv222;Lv5;ww;246;4.5;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_1;Lv223;Lv5;we;246;2.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_1;Lv224;Lv5;wa;246;3;6.58;2725;8.67;3029
LEO;VES;SKJ;S_C_5;Lv225;Lv5;wa;246;7;6.58;2725;8.67;3029
LEO;VES;RAM;R_C_5;Lv226;Lv5;we;246;3;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_1;Lv227;Lv5;wa;246;3;6.58;2725;8.67;3029
LEO;VES;VES;V_P_1;Lv228;Lv5;c;246;1;8.67;3029;8.67;3029
LEO;VES;VES;V_C_4;Lv229;Lv5;c;246;2.5;8.67;3029;8.67;3029
LEO;VES;GUD;G_C_1;Lv230;Lv5;ww;246;5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_7;Lv231;Lv5;wa;246;4;6.58;2725;8.67;3029
LEO;VES;SKJ;S_C_6;Lv232;Lv5;wa;246;NA;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_1;Lv233;Lv5;we;246;5;8.77;1848;8.67;3029
LEO;VES;VES;V_P_2;Lv234;Lv5;c;246;4;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_6;Lv235;Lv5;ww;246;3;5.87;1925;8.67;3029
LEO;VES;GUD;G_P_1;Lv236;Lv5;ww;246;3;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_2;Lv237;Lv5;wa;246;5;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_7;Lv238;Lv5;we;246;2;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_2;Lv239;Lv5;ww;246;4;5.87;1925;8.67;3029
LEO;VES;VES;V_P_3;Lv240;Lv5;c;246;4;8.67;3029;8.67;3029
LEO;VES;GUD;G_C_3;Lv241;Lv5;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;VES;V_P_4;Lv242;Lv5;c;246;5;8.67;3029;8.67;3029
LEO;VES;SKJ;S_C_8;Lv243;Lv5;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;SKJ;S_P_7;Lv244;Lv5;wa;246;3;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_7;Lv245;Lv5;ww;246;6;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_4;Lv246;Lv5;wa;246;3;6.58;2725;8.67;3029
LEO;VES;RAM;R_C_6;Lv247;Lv5;we;246;3;8.77;1848;8.67;3029
LEO;VES;VES;V_C_5;Lv248;Lv5;c;246;3;8.67;3029;8.67;3029
LEO;VES;RAM;R_P_4;Lv249;Lv5;we;246;4;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_6;Lv250;Lv5;ww;246;5.5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_2;Lv251;Lv6;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;GUD;G_C_6;Lv252;Lv6;ww;246;5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_2;Lv253;Lv6;wa;246;5;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_5;Lv254;Lv6;we;246;6.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_3;Lv255;Lv6;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;VES;V_C_2;Lv256;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;SKJ;S_C_1;Lv257;Lv6;wa;246;2.5;6.58;2725;8.67;3029
LEO;VES;SKJ;S_P_3;Lv258;Lv6;wa;246;4.5;6.58;2725;8.67;3029
LEO;VES;SKJ;S_C_6;Lv259;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;VES;V_P_3;Lv260;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;SKJ;S_C_3;Lv261;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;VES;V_P_1;Lv262;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;SKJ;S_P_4;Lv263;Lv6;wa;246;5;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_4;Lv264;Lv6;we;246;3;8.77;1848;8.67;3029
LEO;VES;RAM;R_P_6;Lv265;Lv6;we;246;NA;8.77;1848;8.67;3029
LEO;VES;VES;V_P_4;Lv266;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_3;Lv267;Lv6;we;246;4;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_4;Lv268;Lv6;ww;246;2.5;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_1;Lv269;Lv6;we;246;1.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_4;Lv270;Lv6;wa;246;2.5;6.58;2725;8.67;3029
LEO;VES;VES;V_C_1;Lv271;Lv6;c;246;5.5;8.67;3029;8.67;3029
LEO;VES;VES;V_C_3;Lv272;Lv6;c;246;2;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_2;Lv273;Lv6;we;246;2;8.77;1848;8.67;3029
LEO;VES;RAM;R_C_5;Lv274;Lv6;we;246;5.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_4;Lv275;Lv6;ww;246;5.5;5.87;1925;8.67;3029
LEO;VES;VES;V_P_2;Lv276;Lv6;c;246;3.5;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_2;Lv277;Lv6;ww;246;3;5.87;1925;8.67;3029
LEO;VES;VES;V_C_5;Lv278;Lv6;c;246;2.5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_4;Lv279;Lv6;we;246;5.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_1;Lv280;Lv6;ww;246;5;5.87;1925;8.67;3029
LEO;VES;GUD;G_C_2;Lv281;Lv6;ww;246;4;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_6;Lv282;Lv6;we;246;2.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_6;Lv283;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_5;Lv284;Lv6;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;RAM;R_P_1;Lv285;Lv6;we;246;4;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_3;Lv286;Lv6;ww;246;5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_5;Lv287;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_6;Lv288;Lv6;ww;246;4;5.87;1925;8.67;3029
LEO;VES;VES;V_P_5;Lv289;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_7;Lv290;Lv6;ww;246;6;5.87;1925;8.67;3029
LEO;VES;RAM;R_P_7;Lv291;Lv6;we;246;4.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_7;Lv292;Lv6;wa;246;3;6.58;2725;8.67;3029
LEO;VES;SKJ;S_P_1;Lv293;Lv6;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;GUD;G_C_5;Lv294;Lv6;ww;246;4;5.87;1925;8.67;3029
LEO;VES;VES;V_C_4;Lv295;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;GUD;G_C_1;Lv296;Lv6;ww;246;3;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_5;Lv297;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_3;Lv298;Lv6;we;246;2;8.77;1848;8.67;3029
LEO;VES;RAM;R_P_2;Lv299;Lv6;we;246;5;8.77;1848;8.67;3029
LEO;VES;RAM;R_C_7;Lv300;Lv6;we;246;2.5;8.77;1848;8.67;3029